signal_name,unit,data_type,enum_values,min_physical,max_physical,scaling,offset,bit_length,is_multiplexer,multiplexer_signal,message_name,message_id,dbc_source,notes
DAS_pmmLoggingRequest,,enum,"{""1"": ""TRUE"", ""0"": ""FALSE""}",0.0,1.0,1.0,0.0,1,False,,DAS_status2,0x389,can1-can.dbc,
DAS_activationFailureStatus,,enum,"{""2"": ""LC_ACTIVATION_FAILED_2"", ""1"": ""LC_ACTIVATION_FAILED_1"", ""0"": ""LC_ACTIVATION_IDLE""}",0.0,1.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-can.dbc,
DAS_pmmUltrasonicsFaultReason,,enum,"{""4"": ""PMM_ULTRASONICS_INVALID_MIA"", ""3"": ""PMM_ULTRASONICS_BLOCKED_BOTH"", ""2"": ""PMM_ULTRASONICS_BLOCKED_REAR"", ""1"": ""PMM_ULTRASONICS_BLOCKED_FRONT"", ""0"": ""PMM_ULTRASONICS_NO_FAULT""}",0.0,7.0,1.0,0.0,3,False,,DAS_status2,0x389,can1-can.dbc,
DAS_pmmRadarFaultReason,,enum,"{""2"": ""PMM_RADAR_INVALID_MIA"", ""1"": ""PMM_RADAR_BLOCKED_FRONT"", ""0"": ""PMM_RADAR_NO_FAULT""}",0.0,3.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-can.dbc,
DAS_pmmSysFaultReason,,enum,"{""7"": ""PMM_FAULT_BRAKE_PEDAL_INHIBIT"", ""6"": ""PMM_FAULT_ROAD_TYPE"", ""5"": ""PMM_FAULT_DISABLED_BY_USER"", ""4"": ""PMM_FAULT_STEERING_ANGLE_RATE"", ""3"": ""PMM_FAULT_DI_FAULT"", ""2"": ""PMM_FAULT_SPEED"", ""1"": ""PMM_FAULT_DAS_DISABLED"", ""0"": ""PMM_FAULT_NONE""}",0.0,7.0,1.0,0.0,3,False,,DAS_status2,0x389,can1-can.dbc,
DAS_pmmCameraFaultReason,,enum,"{""2"": ""PMM_CAMERA_INVALID_MIA"", ""1"": ""PMM_CAMERA_BLOCKED_FRONT"", ""0"": ""PMM_CAMERA_NO_FAULT""}",0.0,3.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-can.dbc,
DAS_ACC_report,,enum,"{""24"": ""ACC_REPORT_BEHAVIOR_REPORT"", ""23"": ""ACC_REPORT_CAMERA_ONLY"", ""22"": ""ACC_REPORT_RADAR_OBJ_FIVE"", ""21"": ""ACC_REPORT_CIPV_CUTTING_OUT"", ""20"": ""ACC_REPORT_MCVLR_IN_PATH"", ""19"": ""ACC_REPORT_MCVLR_DPP"", ""18"": ""ACC_REPORT_FLEET_SPEEDS"", ""17"": ""ACC_REPORT_TARGET_MCP"", ""16"": ""ACC_REPORT_RADAR_OBJ_TWO"", ""15"": ""ACC_REPORT_RADAR_OBJ_ONE"", ""14"": ""ACC_REPORT_LC_EXTERNAL_STATE_ACTIVE_RESTRICTED"", ""13"": ""ACC_REPORT_LC_EXTERNAL_STATE_ABORTED"", ""12"": ""ACC_REPORT_LC_EXTERNAL_STATE_ABORTING"", ""11"": ""ACC_REPORT_LC_HANDS_ON_REQD_STRUCK_OUT"", ""10"": ""ACC_REPORT_CSA"", ""9"": ""ACC_REPORT_TARGET_TYPE_FAULT"", ""8"": ""ACC_REPORT_TARGET_TYPE_IPSO"", ""7"": ""ACC_REPORT_TARGET_TYPE_TRAFFIC_LIGHT"", ""6"": ""ACC_REPORT_TARGET_TYPE_STOP_SIGN"", ""5"": ""ACC_REPORT_TARGET_CUTIN"", ""4"": ""ACC_REPORT_TARGET_MCVR"", ""3"": ""ACC_REPORT_TARGET_MCVL"", ""2"": ""ACC_REPORT_TARGET_IN_FRONT_OF_CIPV"", ""1"": ""ACC_REPORT_TARGET_CIPV"", ""0"": ""ACC_REPORT_TARGET_NONE""}",,,1.0,0.0,5,False,,DAS_status2,0x389,can1-can.dbc,
DAS_lssState,,enum,"{""7"": ""LSS_STATE_OFF"", ""6"": ""LSS_STATE_ABORT"", ""5"": ""LSS_STATE_BLINDSPOT"", ""4"": ""LSS_STATE_MONITOR"", ""3"": ""LSS_STATE_ELK"", ""2"": ""LSS_STATE_LKA"", ""1"": ""LSS_STATE_LDW"", ""0"": ""LSS_STATE_FAULT""}",,,1.0,0.0,3,False,,DAS_status2,0x389,can1-can.dbc,
DAS_radarTelemetry,,enum,"{""2"": ""RADAR_TELEMETRY_URGENT"", ""1"": ""RADAR_TELEMETRY_NORMAL"", ""0"": ""RADAR_TELEMETRY_IDLE""}",,,1.0,0.0,2,False,,DAS_status2,0x389,can1-can.dbc,
DAS_robState,,enum,"{""3"": ""ROB_STATE_MAPLESS"", ""2"": ""ROB_STATE_ACTIVE"", ""1"": ""ROB_STATE_MEASURE"", ""0"": ""ROB_STATE_INHIBITED""}",0.0,3.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-can.dbc,
DAS_driverInteractionLevel,,enum,"{""2"": ""CONTINUED_DRIVER_NOT_INTERACTING"", ""1"": ""DRIVER_NOT_INTERACTING"", ""0"": ""DRIVER_INTERACTING""}",0.0,3.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-can.dbc,
DAS_ppOffsetDesiredRamp,m,enum,"{""128"": ""PP_NO_OFFSET""}",-1.28,1.27,0.01,-1.28,8,False,,DAS_status2,0x389,can1-can.dbc,
DAS_longCollisionWarning,,enum,"{""15"": ""FCM_LONG_COLLISION_WARNING_SNA"", ""12"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CIPV2"", ""11"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVR2"", ""10"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVR"", ""9"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVL2"", ""8"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVL"", ""7"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CUTIN"", ""6"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CIPV"", ""5"": ""FCM_LONG_COLLISION_WARNING_TFL_STOPLINE"", ""4"": ""FCM_LONG_COLLISION_WARNING_STOPSIGN_STOPLINE"", ""3"": ""FCM_LONG_COLLISION_WARNING_IPSO"", ""2"": ""FCM_LONG_COLLISION_WARNING_PEDESTRIAN"", ""1"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_UNKNOWN"", ""0"": ""FCM_LONG_COLLISION_WARNING_NONE""}",0.0,15.0,1.0,0.0,4,False,,DAS_status2,0x389,can1-can.dbc,
DAS_status2Counter,,int,,,,1.0,0.0,4,False,,DAS_status2,0x389,can1-can.dbc,
DAS_status2Checksum,,int,,,,1.0,0.0,8,False,,DAS_status2,0x389,can1-can.dbc,
DAS_headlightRequest,,enum,"{""3"": ""DAS_HEADLIGHT_REQUEST_INVALID"", ""1"": ""DAS_HEADLIGHT_REQUEST_ON"", ""0"": ""DAS_HEADLIGHT_REQUEST_OFF""}",0.0,3.0,1.0,0.0,2,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
DAS_hazardLightRequest,,enum,"{""3"": ""DAS_REQUEST_HAZARDS_SNA"", ""2"": ""DAS_REQUEST_HAZARDS_UNUSED"", ""1"": ""DAS_REQUEST_HAZARDS_ON"", ""0"": ""DAS_REQUEST_HAZARDS_OFF""}",0.0,3.0,1.0,0.0,2,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
DAS_wiperSpeed,,enum,"{""15"": ""DAS_WIPER_SPEED_INVALID"", ""14"": ""DAS_WIPER_SPEED_14"", ""13"": ""DAS_WIPER_SPEED_13"", ""12"": ""DAS_WIPER_SPEED_12"", ""11"": ""DAS_WIPER_SPEED_11"", ""10"": ""DAS_WIPER_SPEED_10"", ""9"": ""DAS_WIPER_SPEED_9"", ""8"": ""DAS_WIPER_SPEED_8"", ""7"": ""DAS_WIPER_SPEED_7"", ""6"": ""DAS_WIPER_SPEED_6"", ""5"": ""DAS_WIPER_SPEED_5"", ""4"": ""DAS_WIPER_SPEED_4"", ""3"": ""DAS_WIPER_SPEED_3"", ""2"": ""DAS_WIPER_SPEED_2"", ""1"": ""DAS_WIPER_SPEED_1"", ""0"": ""DAS_WIPER_SPEED_OFF""}",0.0,15.0,1.0,0.0,4,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
DAS_turnIndicatorRequest,,enum,"{""3"": ""DAS_TURN_INDICATOR_CANCEL"", ""2"": ""DAS_TURN_INDICATOR_RIGHT"", ""1"": ""DAS_TURN_INDICATOR_LEFT"", ""0"": ""DAS_TURN_INDICATOR_NONE""}",0.0,3.0,1.0,0.0,2,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
DAS_highLowBeamDecision,,enum,"{""3"": ""DAS_HIGH_BEAM_SNA"", ""2"": ""DAS_HIGH_BEAM_ON"", ""1"": ""DAS_HIGH_BEAM_OFF"", ""0"": ""DAS_HIGH_BEAM_UNDECIDED""}",0.0,3.0,1.0,0.0,2,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
DAS_highLowBeamOffReason,,enum,"{""5"": ""HIGH_BEAM_OFF_REASON_SNA"", ""4"": ""HIGH_BEAM_OFF_REASON_HEAD_LIGHT"", ""3"": ""HIGH_BEAM_OFF_REASON_AMBIENT_LIGHT"", ""2"": ""HIGH_BEAM_OFF_REASON_MOVING_RADAR_TARGET"", ""1"": ""HIGH_BEAM_OFF_REASON_MOVING_VISION_TARGET"", ""0"": ""HIGH_BEAM_ON""}",0.0,4.0,1.0,0.0,3,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
DAS_turnIndicatorRequestReason,,enum,"{""6"": ""DAS_ACTIVE_COMMANDED_LANE_CHANGE"", ""5"": ""DAS_CANCEL_FORK"", ""4"": ""DAS_CANCEL_LANE_CHANGE"", ""3"": ""DAS_ACTIVE_FORK"", ""2"": ""DAS_ACTIVE_SPEED_LANE_CHANGE"", ""1"": ""DAS_ACTIVE_NAV_LANE_CHANGE"", ""0"": ""DAS_NONE""}",0.0,15.0,1.0,0.0,4,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
DAS_bodyControlsCounter,,int,,0.0,15.0,1.0,0.0,4,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
DAS_bodyControlsChecksum,,int,,0.0,255.0,1.0,0.0,8,False,,DAS_bodyControls,0x3e9,can1-can.dbc,
occupancyStatus,,enum,"{""1"": ""OCCUPIED"", ""0"": ""UNOCCUPIED""}",0.0,7.0,1.0,0.0,3,False,,DriverSeat,0x30c,can1-can.dbc,
buckleStatus,,enum,"{""1"": ""LATCHED"", ""0"": ""UNLATCHED""}",0.0,3.0,1.0,0.0,2,False,,DriverSeat,0x30c,can1-can.dbc,
DAS_accSpeedLimit,mph,int,,0.0,204.6,0.4,0.0,10,False,,DAS_status2,0x389,can1-party.dbc,
DAS_pmmObstacleSeverity,,enum,"{""5"": ""PMM_CRASH_FRONT"", ""0"": ""PMM_NONE"", ""2"": ""PMM_IMMINENT_FRONT"", ""4"": ""PMM_CRASH_REAR"", ""1"": ""PMM_IMMINENT_REAR"", ""6"": ""PMM_ACCEL_LIMIT"", ""7"": ""PMM_SNA"", ""3"": ""PMM_BRAKE_REQUEST""}",0.0,7.0,1.0,0.0,3,False,,DAS_status2,0x389,can1-party.dbc,
DAS_pmmLoggingRequest,,enum,"{""0"": ""FALSE"", ""1"": ""TRUE""}",0.0,1.0,1.0,0.0,1,False,,DAS_status2,0x389,can1-party.dbc,
DAS_activationFailureStatus,,enum,"{""0"": ""LC_ACTIVATION_IDLE"", ""2"": ""LC_ACTIVATION_FAILED_2"", ""1"": ""LC_ACTIVATION_FAILED_1""}",0.0,2.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-party.dbc,
DAS_pmmUltrasonicsFaultReason,,enum,"{""2"": ""PMM_ULTRASONICS_BLOCKED_REAR"", ""0"": ""PMM_ULTRASONICS_NO_FAULT"", ""1"": ""PMM_ULTRASONICS_BLOCKED_FRONT"", ""3"": ""PMM_ULTRASONICS_BLOCKED_BOTH"", ""4"": ""PMM_ULTRASONICS_INVALID_MIA""}",0.0,4.0,1.0,0.0,3,False,,DAS_status2,0x389,can1-party.dbc,
DAS_pmmRadarFaultReason,,enum,"{""2"": ""PMM_RADAR_INVALID_MIA"", ""1"": ""PMM_RADAR_BLOCKED_FRONT"", ""0"": ""PMM_RADAR_NO_FAULT""}",0.0,2.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-party.dbc,
DAS_pmmSysFaultReason,,enum,"{""4"": ""PMM_FAULT_STEERING_ANGLE_RATE"", ""6"": ""PMM_FAULT_ROAD_TYPE"", ""5"": ""PMM_FAULT_DISABLED_BY_USER"", ""0"": ""PMM_FAULT_NONE"", ""1"": ""PMM_FAULT_DAS_DISABLED"", ""3"": ""PMM_FAULT_DI_FAULT"", ""2"": ""PMM_FAULT_SPEED"", ""7"": ""PMM_FAULT_BRAKE_PEDAL_INHIBIT""}",0.0,7.0,1.0,0.0,3,False,,DAS_status2,0x389,can1-party.dbc,
DAS_pmmCameraFaultReason,,enum,"{""1"": ""PMM_CAMERA_BLOCKED_FRONT"", ""2"": ""PMM_CAMERA_INVALID_MIA"", ""0"": ""PMM_CAMERA_NO_FAULT""}",0.0,2.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-party.dbc,
DAS_ACC_report,,enum,"{""12"": ""ACC_REPORT_LC_EXTERNAL_STATE_ABORTING"", ""17"": ""ACC_REPORT_TARGET_MCP"", ""11"": ""ACC_REPORT_LC_HANDS_ON_REQD_STRUCK_OUT"", ""19"": ""ACC_REPORT_MCVLR_DPP"", ""1"": ""ACC_REPORT_TARGET_CIPV"", ""15"": ""ACC_REPORT_RADAR_OBJ_ONE"", ""16"": ""ACC_REPORT_RADAR_OBJ_TWO"", ""14"": ""ACC_REPORT_LC_EXTERNAL_STATE_ACTIVE_RESTRICTED"", ""4"": ""ACC_REPORT_TARGET_MCVR"", ""20"": ""ACC_REPORT_MCVLR_IN_PATH"", ""10"": ""ACC_REPORT_CSA"", ""5"": ""ACC_REPORT_TARGET_CUTIN"", ""9"": ""ACC_REPORT_TARGET_TYPE_FAULT"", ""7"": ""ACC_REPORT_TARGET_TYPE_TRAFFIC_LIGHT"", ""6"": ""ACC_REPORT_TARGET_TYPE_STOP_SIGN"", ""24"": ""ACC_REPORT_BEHAVIOR_REPORT"", ""18"": ""ACC_REPORT_FLEET_SPEEDS"", ""2"": ""ACC_REPORT_TARGET_IN_FRONT_OF_CIPV"", ""23"": ""ACC_REPORT_CAMERA_ONLY"", ""3"": ""ACC_REPORT_TARGET_MCVL"", ""22"": ""ACC_REPORT_RADAR_OBJ_FIVE"", ""0"": ""ACC_REPORT_TARGET_NONE"", ""8"": ""ACC_REPORT_TARGET_TYPE_IPSO"", ""21"": ""ACC_REPORT_CIPV_CUTTING_OUT"", ""13"": ""ACC_REPORT_LC_EXTERNAL_STATE_ABORTED""}",0.0,24.0,1.0,0.0,5,False,,DAS_status2,0x389,can1-party.dbc,
DAS_lssState,,enum,"{""7"": ""LSS_STATE_OFF"", ""1"": ""LSS_STATE_LDW"", ""4"": ""LSS_STATE_MONITOR"", ""2"": ""LSS_STATE_LKA"", ""3"": ""LSS_STATE_ELK"", ""0"": ""LSS_STATE_FAULT"", ""5"": ""LSS_STATE_BLINDSPOT"", ""6"": ""LSS_STATE_ABORT""}",0.0,7.0,1.0,0.0,3,False,,DAS_status2,0x389,can1-party.dbc,
DAS_radarTelemetry,,enum,"{""0"": ""RADAR_TELEMETRY_IDLE"", ""1"": ""RADAR_TELEMETRY_NORMAL"", ""2"": ""RADAR_TELEMETRY_URGENT""}",0.0,2.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-party.dbc,
DAS_robState,,enum,"{""0"": ""ROB_STATE_INHIBITED"", ""2"": ""ROB_STATE_ACTIVE"", ""3"": ""ROB_STATE_MAPLESS"", ""1"": ""ROB_STATE_MEASURE""}",0.0,3.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-party.dbc,
DAS_driverInteractionLevel,,enum,"{""0"": ""DRIVER_INTERACTING"", ""1"": ""DRIVER_NOT_INTERACTING"", ""2"": ""CONTINUED_DRIVER_NOT_INTERACTING""}",0.0,2.0,1.0,0.0,2,False,,DAS_status2,0x389,can1-party.dbc,
DAS_ppOffsetDesiredRamp,m,enum,"{""128"": ""PP_NO_OFFSET""}",-1.28,1.27,0.01,-1.28,8,False,,DAS_status2,0x389,can1-party.dbc,
DAS_longCollisionWarning,,enum,"{""7"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CUTIN"", ""0"": ""FCM_LONG_COLLISION_WARNING_NONE"", ""4"": ""FCM_LONG_COLLISION_WARNING_STOPSIGN_STOPLINE"", ""9"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVL2"", ""15"": ""FCM_LONG_COLLISION_WARNING_SNA"", ""8"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVL"", ""5"": ""FCM_LONG_COLLISION_WARNING_TFL_STOPLINE"", ""2"": ""FCM_LONG_COLLISION_WARNING_PEDESTRIAN"", ""12"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CIPV2"", ""6"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_CIPV"", ""10"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVR"", ""3"": ""FCM_LONG_COLLISION_WARNING_IPSO"", ""1"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_UNKNOWN"", ""11"": ""FCM_LONG_COLLISION_WARNING_VEHICLE_MCVR2""}",0.0,15.0,1.0,0.0,4,False,,DAS_status2,0x389,can1-party.dbc,
DAS_status2Counter,,int,,0.0,15.0,1.0,0.0,4,False,,DAS_status2,0x389,can1-party.dbc,
DAS_status2Checksum,,int,,0.0,255.0,1.0,0.0,8,False,,DAS_status2,0x389,can1-party.dbc,
DI_torqueChecksum,,int,,0.0,255.0,1.0,0.0,8,False,,DI_torque,0x108,can1-party.dbc,
DI_torqueCounter,,int,,0.0,15.0,1.0,0.0,4,False,,DI_torque,0x108,can1-party.dbc,
DI_torqueCommand,Nm,int,,-7500.0,7500.0,2.0,0.0,13,False,,DI_torque,0x108,can1-party.dbc,
DI_torqueActual,Nm,int,,-7500.0,7500.0,2.0,0.0,13,False,,DI_torque,0x108,can1-party.dbc,
DI_axleSpeed,RPM,int,,-2750.0,2750.0,0.1,0.0,16,False,,DI_torque,0x108,can1-party.dbc,
SCCM_leftStalkCrc,,int,,0.0,255.0,1.0,0.0,8,False,,SCCM_leftStalk,0x249,can1-party.dbc,
SCCM_leftStalkCounter,,int,,0.0,15.0,1.0,0.0,4,False,,SCCM_leftStalk,0x249,can1-party.dbc,
SCCM_highBeamStalkStatus,,enum,"{""3"": ""SNA"", ""0"": ""IDLE"", ""1"": ""PULL"", ""2"": ""PUSH""}",0.0,3.0,1.0,0.0,2,False,,SCCM_leftStalk,0x249,can1-party.dbc,
SCCM_washWipeButtonStatus,,enum,"{""3"": ""SNA"", ""0"": ""NOT_PRESSED"", ""2"": ""2ND_DETENT"", ""1"": ""1ST_DETENT""}",0.0,3.0,1.0,0.0,2,False,,SCCM_leftStalk,0x249,can1-party.dbc,
SCCM_turnIndicatorStalkStatus,,enum,"{""3"": ""DOWN_1"", ""5"": ""SNA"", ""0"": ""IDLE"", ""1"": ""UP_1"", ""4"": ""DOWN_2"", ""2"": ""UP_2""}",0.0,5.0,1.0,0.0,3,False,,SCCM_leftStalk,0x249,can1-party.dbc,
SCCM_leftStalkReserved1,,int,,0.0,31.0,1.0,0.0,5,False,,SCCM_leftStalk,0x249,can1-party.dbc,
DI_systemStatusChecksum,,int,,0.0,255.0,1.0,0.0,8,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_systemStatusCounter,,int,,0.0,15.0,1.0,0.0,4,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_systemState,,enum,"{""5"": ""DI_SYS_ENABLE"", ""1"": ""DI_SYS_IDLE"", ""2"": ""DI_SYS_STANDBY"", ""0"": ""DI_SYS_UNAVAILABLE"", ""3"": ""DI_SYS_FAULT"", ""4"": ""DI_SYS_ABORT""}",0.0,5.0,1.0,0.0,3,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_brakePedalState,,enum,"{""2"": ""INVALID"", ""0"": ""OFF"", ""1"": ""ON""}",0.0,2.0,1.0,0.0,2,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_gear,,enum,"{""1"": ""DI_GEAR_P"", ""0"": ""DI_GEAR_INVALID"", ""7"": ""DI_GEAR_SNA"", ""2"": ""DI_GEAR_R"", ""3"": ""DI_GEAR_N"", ""4"": ""DI_GEAR_D""}",0.0,7.0,1.0,0.0,3,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_regenLight,,int,,0.0,1.0,1.0,0.0,1,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_immobilizerState,,enum,"{""2"": ""DI_IMM_STATE_AUTHENTICATING"", ""0"": ""DI_IMM_STATE_INIT_SNA"", ""3"": ""DI_IMM_STATE_DISARMED"", ""4"": ""DI_IMM_STATE_IDLE"", ""6"": ""DI_IMM_STATE_FAULT"", ""1"": ""DI_IMM_STATE_REQUEST"", ""5"": ""DI_IMM_STATE_RESET""}",0.0,6.0,1.0,0.0,3,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_accelPedalPos,%,int,,0.0,100.0,0.4,0.0,8,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_tractionControlMode,,enum,"{""0"": ""TC_NORMAL"", ""1"": ""TC_SLIP_START"", ""4"": ""TC_ROLLS_MODE"", ""2"": ""TC_DEV_MODE_1"", ""5"": ""TC_DYNO_MODE"", ""3"": ""TC_DEV_MODE_2""}",0.0,5.0,1.0,0.0,3,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_epbRequest,,enum,"{""0"": ""DI_EPBREQUEST_NO_REQUEST"", ""1"": ""DI_EPBREQUEST_PARK"", ""2"": ""DI_EPBREQUEST_UNPARK""}",0.0,2.0,1.0,0.0,2,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_proximity,,int,,0.0,1.0,1.0,0.0,1,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_keepAliveRequest,,enum,"{""1"": ""KEEP_ALIVE"", ""0"": ""NO_REQUEST""}",0.0,1.0,1.0,0.0,1,False,,DI_systemStatus,0x118,can1-party.dbc,
DI_trackModeState,,enum,"{""0"": ""TRACK_MODE_UNAVAILABLE"", ""1"": ""TRACK_MODE_AVAILABLE"", ""2"": ""TRACK_MODE_ON""}",0.0,2.0,1.0,0.0,2,False,,DI_systemStatus,0x118,can1-party.dbc,
DAS_setSpeed,kph,int,,0.0,409.4,0.1,0.0,12,False,,DAS_control,0x2b9,can1-party.dbc,
DAS_accState,,enum,"{""4"": ""ACC_ON"", ""9"": ""APC_PAUSE"", ""14"": ""ACC_CANCEL_OUT_OF_CALIBRATION"", ""10"": ""APC_UNPARK_COMPLETE"", ""6"": ""APC_FORWARD"", ""3"": ""ACC_HOLD"", ""2"": ""ACC_CANCEL_RADAR_BLIND"", ""7"": ""APC_COMPLETE"", ""1"": ""ACC_CANCEL_CAMERA_BLIND"", ""8"": ""APC_ABORT"", ""13"": ""ACC_CANCEL_GENERIC_SILENT"", ""5"": ""APC_BACKWARD"", ""11"": ""APC_SELFPARK_START"", ""0"": ""ACC_CANCEL_GENERIC"", ""12"": ""ACC_CANCEL_PATH_NOT_CLEAR"", ""15"": ""FAULT_SNA""}",0.0,15.0,1.0,0.0,4,False,,DAS_control,0x2b9,can1-party.dbc,
DAS_aebEvent,,enum,"{""2"": ""AEB_FAULT"", ""0"": ""AEB_NOT_ACTIVE"", ""3"": ""AEB_SNA"", ""1"": ""AEB_ACTIVE""}",0.0,3.0,1.0,0.0,2,False,,DAS_control,0x2b9,can1-party.dbc,
DAS_jerkMin,m/s^3,int,,-9.1,0.097999999999999,0.018,-9.1,9,False,,DAS_control,0x2b9,can1-party.dbc,
DAS_jerkMax,m/s^3,int,,0.0,8.67,0.034,0.0,8,False,,DAS_control,0x2b9,can1-party.dbc,
DAS_accelMin,m/s^2,int,,-15.0,5.44,0.04,-15.0,9,False,,DAS_control,0x2b9,can1-party.dbc,
DAS_accelMax,m/s^2,int,,-15.0,5.44,0.04,-15.0,9,False,,DAS_control,0x2b9,can1-party.dbc,
DAS_controlCounter,,int,,0.0,7.0,1.0,0.0,3,False,,DAS_control,0x2b9,can1-party.dbc,
DAS_controlChecksum,,int,,0.0,255.0,1.0,0.0,8,False,,DAS_control,0x2b9,can1-party.dbc,
ESP_wheelPulseCountFrL,1,int,,0.0,254.0,1.0,0.0,8,False,,ESP_B,0x155,can1-party.dbc,
ESP_wheelPulseCountFrR,1,int,,0.0,254.0,1.0,0.0,8,False,,ESP_B,0x155,can1-party.dbc,
ESP_wheelPulseCountReL,1,int,,0.0,254.0,1.0,0.0,8,False,,ESP_B,0x155,can1-party.dbc,
ESP_wheelPulseCountReR,1,int,,0.0,254.0,1.0,0.0,8,False,,ESP_B,0x155,can1-party.dbc,
ESP_WheelRotationReR,,enum,"{""1"": ""WR_BACKWARD"", ""0"": ""WR_FORWARD"", ""3"": ""WR_NOT_DEFINABLE"", ""2"": ""WR_STANDSTILL""}",0.0,3.0,1.0,0.0,2,False,,ESP_B,0x155,can1-party.dbc,
ESP_WheelRotationReL,,enum,"{""1"": ""WR_BACKWARD"", ""0"": ""WR_FORWARD"", ""3"": ""WR_NOT_DEFINABLE"", ""2"": ""WR_STANDSTILL""}",0.0,3.0,1.0,0.0,2,False,,ESP_B,0x155,can1-party.dbc,
ESP_WheelRotationFrR,,enum,"{""1"": ""WR_BACKWARD"", ""0"": ""WR_FORWARD"", ""3"": ""WR_NOT_DEFINABLE"", ""2"": ""WR_STANDSTILL""}",0.0,3.0,1.0,0.0,2,False,,ESP_B,0x155,can1-party.dbc,
ESP_WheelRotationFrL,,enum,"{""1"": ""WR_BACKWARD"", ""0"": ""WR_FORWARD"", ""3"": ""WR_NOT_DEFINABLE"", ""2"": ""WR_STANDSTILL""}",0.0,3.0,1.0,0.0,2,False,,ESP_B,0x155,can1-party.dbc,
ESP_wheelSpeedsQF,,enum,"{""0"": ""ONE_OR_MORE_WSS_INVALID"", ""1"": ""ALL_WSS_VALID""}",0.0,1.0,1.0,0.0,1,False,,ESP_B,0x155,can1-party.dbc,
ESP_vehicleStandstillSts,,enum,"{""1"": ""STANDSTILL"", ""0"": ""NOT_STANDSTILL""}",0.0,1.0,1.0,0.0,1,False,,ESP_B,0x155,can1-party.dbc,
ESP_vehicleSpeed,kph,enum,"{""1023"": ""ESP_VEHICLE_SPEED_SNA""}",0.0,511.0,0.5,0.0,10,False,,ESP_B,0x155,can1-party.dbc,
ESP_wheelRotationCounter,,int,,0.0,15.0,1.0,0.0,4,False,,ESP_B,0x155,can1-party.dbc,
ESP_wheelRotationChecksum,,int,,0.0,255.0,1.0,0.0,8,False,,ESP_B,0x155,can1-party.dbc,
ESP_wheelSpeedFrL,km/h,int,,0.0,327.64,0.04,0.0,13,False,,ESP_wheelSpeeds,0x175,can1-party.dbc,
ESP_wheelSpeedFrR,km/h,int,,0.0,327.64,0.04,0.0,13,False,,ESP_wheelSpeeds,0x175,can1-party.dbc,
ESP_wheelSpeedReL,km/h,int,,0.0,327.64,0.04,0.0,13,False,,ESP_wheelSpeeds,0x175,can1-party.dbc,
ESP_wheelSpeedReR,km/h,int,,0.0,327.64,0.04,0.0,13,False,,ESP_wheelSpeeds,0x175,can1-party.dbc,
ESP_wheelSpeedsCounter,,int,,0.0,15.0,1.0,0.0,4,False,,ESP_wheelSpeeds,0x175,can1-party.dbc,
ESP_wheelSpeedsChecksum,,int,,0.0,255.0,1.0,0.0,8,False,,ESP_wheelSpeeds,0x175,can1-party.dbc,
